dwa_id,dwa_title,automation_feasibility_today,llm_exposure,physical_embodiment_required,interpersonal_demand,judgment_under_uncertainty,accountability_requirement,error_cost,verdict,confidence,rationale,rubric_version,model,scored_at,n_raters,score_disagreement,raters
4.A.3.a.1.j.5,Deliver items.,32.5,6.5,91.0,20.0,15.0,27.5,25.0,resistant,medium,"Indoor delivery robots and some sidewalk/AV pilots are deployed, but last-metre handoff across varied buildings and recipients still binds humans to the task.",2026-09-16.1,claude-opus-5,2026-09-16T21:59:49Z,2,3.6,claude-opus-5;claude-sonnet-5
4.A.3.a.1.k.10,Enforce rules or regulations.,15.0,35.0,52.5,75.0,67.5,85.0,65.0,human_anchored,medium,"Detection can be automated, but confronting a person, exercising discretion and bearing legal authority for the enforcement action requires an accountable human.",2026-09-16.1,claude-opus-5,2026-09-16T21:59:49Z,2,5.7,claude-opus-5;claude-sonnet-5
4.A.3.a.1.k.7,Maintain security.,25.0,25.0,72.5,47.5,57.5,75.0,72.5,human_anchored,medium,"Surveillance analytics and access control are heavily automated, yet physical response to incidents and liability for safety outcomes keep a human on post.",2026-09-16.1,claude-opus-5,2026-09-16T21:59:49Z,2,10.0,claude-opus-5;claude-sonnet-5
4.A.3.a.1.l.2,Provide escort or transportation.,20.0,7.5,87.5,57.5,30.0,57.5,55.0,human_anchored,medium,Being bodily present with and responsible for the safety of the person escorted is the substance of the task; driverless transport does not supply the escorting function.,2026-09-16.1,claude-opus-5,2026-09-16T21:59:49Z,2,7.1,claude-opus-5;claude-sonnet-5
4.A.3.a.1.l.4,Accompany patients or clients on outings to provide assistance.,4.0,6.5,92.5,90.0,45.0,75.0,65.0,human_anchored,high,Duty of care for a vulnerable person in an unpredictable public setting is inherently relational and embodied.,2026-09-16.1,claude-opus-5,2026-09-16T21:59:49Z,2,4.3,claude-opus-5;claude-sonnet-5
4.A.3.a.1.l.6,Accompany individuals or groups to activities.,6.5,7.5,88.5,80.0,32.5,60.0,45.0,human_anchored,high,Supervising and being physically alongside people during activities is a presence-and-responsibility role no deployed system can assume.,2026-09-16.1,claude-opus-5,2026-09-16T21:59:49Z,2,5.7,claude-opus-5;claude-sonnet-5
4.A.3.a.1.m.2,Move patients to or from treatment areas.,11.5,3.0,96.5,58.5,30.0,67.5,67.5,human_anchored,high,"Safe physical transfer of a fragile, variably cooperative human body in cluttered clinical spaces is beyond deployed robotics; reassurance and patient-safety accountability travel with the person doing the lifting.",2026-09-16.1,claude-opus-5,2026-09-16T22:00:02Z,2,5.3,claude-opus-5;claude-sonnet-5
4.A.3.a.1.p.3,Practice athletic or artistic skills.,1.0,5.0,97.5,15.0,25.0,10.0,12.5,human_anchored,high,"The activity is the embodied human development of skill itself — the point is that a specific human body improves, so substitution is conceptually impossible even if coaching analytics can assist.",2026-09-16.1,claude-opus-5,2026-09-16T22:00:02Z,2,7.4,claude-opus-5;claude-sonnet-5
4.A.3.a.1.q.7,Cultivate land.,55.0,7.5,92.5,5.0,25.0,17.5,25.0,augmentable,medium,"Auto-steer tractors and GPS-guided tillage are commercially real and among the most automated field operations, but supervision, hitching, and field-edge decisions still keep an operator in or near the cab.",2026-09-16.1,claude-opus-5,2026-09-16T22:00:02Z,2,6.4,claude-opus-5;claude-sonnet-5
4.A.3.a.2.a.10,Install safety or support equipment.,8.5,10.0,93.5,15.0,37.5,67.5,77.5,human_anchored,medium,"Installing shoring, guardrails or fall-protection on unstructured worksites demands dexterous in-situ work plus a competent person legally signing off on safety adequacy.",2026-09-16.1,claude-opus-5,2026-09-16T22:00:02Z,2,6.4,claude-opus-5;claude-sonnet-5
4.A.3.a.2.aa.1,Fabricate devices or components.,38.5,12.5,91.0,6.5,30.0,35.0,40.0,resistant,medium,"High-volume fabrication is automated, but the generic activity spans one-off and custom assembly where fixturing, fitting and part variability still require human hands.",2026-09-16.1,claude-opus-5,2026-09-16T22:00:02Z,2,3.3,claude-opus-5;claude-sonnet-5
4.A.3.a.2.aa.3,Fabricate products or components using machine tools.,59.0,16.5,89.0,5.0,25.0,32.5,40.0,augmentable,medium,"CNC machining with automated tool changers and pallet loading is mature and CAM programming is increasingly model-assisted; setup, workholding, inspection and troubleshooting still bind a machinist to the cell.",2026-09-16.1,claude-opus-5,2026-09-16T22:00:02Z,2,3.7,claude-opus-5;claude-sonnet-5
4.A.3.a.2.ag.5,Apply chemical solutions to plants to protect against disease or insects or to enhance growth.,47.5,11.5,87.5,4.0,32.5,50.0,55.0,augmentable,medium,"Autonomous sprayers and see-and-spray systems are deployed in row crops, but licensed applicator responsibility for pesticide use, drift and dosage keeps a certified human accountable.",2026-09-16.1,claude-opus-5,2026-09-16T22:00:02Z,2,9.1,claude-opus-5;claude-sonnet-5
4.A.3.a.2.ak.1,Stock products or parts.,42.5,12.5,89.0,6.5,13.5,12.5,15.0,resistant,medium,"Warehouse goods-to-person robotics handle replenishment in engineered facilities, but shelf-level stocking of heterogeneous items in retail environments remains a dexterity problem unsolved at scale.",2026-09-16.1,claude-opus-5,2026-09-16T22:00:02Z,2,7.0,claude-opus-5;claude-sonnet-5
4.A.3.a.2.ak.2,Stock medical or patient care supplies.,26.5,15.0,87.5,12.5,22.5,42.5,50.0,resistant,medium,"Automated dispensing cabinets and par-level software cover the tracking layer, but physically restocking varied clinical supplies in occupied care areas, with sterility and expiry checks, stays manual.",2026-09-16.1,claude-opus-5,2026-09-16T22:00:02Z,2,7.6,claude-opus-5;claude-sonnet-5
4.A.3.a.2.al.1,Collect biological specimens from patients.,10.0,5.5,93.0,60.0,32.5,72.5,60.0,human_anchored,high,"Venipuncture robots remain unadopted; identity verification, consent, patient anxiety management and chain-of-custody liability require a licensed human at the bedside.",2026-09-16.1,claude-opus-5,2026-09-16T22:00:02Z,2,7.3,claude-opus-5;claude-sonnet-5
4.A.3.a.2.al.2,Collect biological specimens.,21.0,6.5,91.5,20.0,32.5,45.0,42.5,resistant,low,"Automated samplers and drone/ROV collection exist for some environmental biological sampling, but selecting representative sites and handling irregular specimens without contamination remains hands-on.",2026-09-16.1,claude-opus-5,2026-09-16T22:00:02Z,2,4.6,claude-opus-5;claude-sonnet-5
4.A.3.a.2.al.3,Collect geographical or geological field data.,34.0,17.5,82.5,7.5,40.0,32.5,32.5,augmentable,medium,"Remote sensing, drones and instrumented logging capture much field data automatically, yet outcrop interpretation, sample selection and terrain access still require a geoscientist on site.",2026-09-16.1,claude-opus-5,2026-09-16T22:00:02Z,2,5.3,claude-opus-5;claude-sonnet-5
4.A.3.a.2.al.5,Collect environmental data or samples.,30.0,11.0,86.5,7.5,35.0,37.5,40.0,resistant,medium,"Fixed automated sensor stations and autonomous samplers exist for routine monitoring, but most environmental sampling requires travelling to unstructured terrain and physically handling media, which no deployed robot does generally; chain-of-custody signatures add a human anchor.",2026-09-16.1,claude-opus-5,2026-09-16T22:01:36Z,2,7.9,claude-opus-5;claude-sonnet-5
4.A.3.a.2.ap.4,Package materials for transport.,66.0,7.5,87.5,5.0,15.0,17.5,25.0,largely_automatable,high,"Automated case packers, palletisers and shrink-wrappers are mature commercial technology; the constraint is capital cost and product variety, not capability.",2026-09-16.1,claude-opus-5,2026-09-16T22:01:36Z,2,5.3,claude-opus-5;claude-sonnet-5
4.A.3.a.2.ap.5,Package materials or products.,65.0,7.5,87.5,5.0,15.0,17.5,22.5,largely_automatable,high,"High-throughput packaging lines are routinely fully automated; irregular, fragile or low-volume mixed items still defeat deployed grippers, keeping some human packing.",2026-09-16.1,claude-opus-5,2026-09-16T22:01:36Z,2,4.3,claude-opus-5;claude-sonnet-5
4.A.3.a.2.at.10,Set up laboratory or field equipment.,15.0,20.0,88.5,8.5,35.0,35.0,40.0,resistant,medium,"Setup means physically arranging, connecting and calibrating varied apparatus in unstandardised spaces; only fully integrated lab-automation cells do this without hands, and field deployment is wholly manual.",2026-09-16.1,claude-opus-5,2026-09-16T22:01:36Z,2,3.4,claude-opus-5;claude-sonnet-5
4.A.3.a.2.au.1,"Cultivate micro-organisms for study, testing, or medical preparations.",35.0,17.5,82.5,5.0,40.0,45.0,55.0,augmentable,medium,"Automated incubators, bioreactors and colony-picking robots handle routine culture work, but aseptic technique across varied media and organisms still relies on trained hands, and contamination or misidentification carries real cost.",2026-09-16.1,claude-opus-5,2026-09-16T22:01:36Z,2,4.3,claude-opus-5;claude-sonnet-5
4.A.3.a.2.au.2,Prepare biological specimens for laboratory analysis.,40.0,14.0,84.0,5.0,32.5,47.5,55.0,augmentable,medium,"Automated stainers, tissue processors and liquid handlers cover high-volume steps, yet grossing, embedding and irregular specimen handling remain manual and specimen mix-ups have patient-level consequences.",2026-09-16.1,claude-opus-5,2026-09-16T22:01:36Z,2,7.1,claude-opus-5;claude-sonnet-5
4.A.3.a.2.au.3,Prepare biological samples for testing or analysis.,42.5,13.0,83.5,5.0,30.0,47.5,54.0,augmentable,medium,"Track-based clinical lab automation already handles centrifugation, aliquoting and loading end-to-end for standard tubes; non-standard sample types and accessioning exceptions keep humans in the loop under licensure.",2026-09-16.1,claude-opus-5,2026-09-16T22:01:36Z,2,6.4,claude-opus-5;claude-sonnet-5
4.A.3.a.2.au.4,Prepare compounds or solutions for products or testing.,44.0,22.5,85.0,5.0,30.0,42.5,52.5,augmentable,medium,Automated dispensing and formulation systems perform routine weighing and dilution reliably; the binding constraint is physical handling of diverse reagents and hazardous materials plus verification of concentration accuracy.,2026-09-16.1,claude-opus-5,2026-09-16T22:01:36Z,2,4.7,claude-opus-5;claude-sonnet-5
4.A.3.a.2.b.1,Collect samples for analysis or testing.,32.5,12.5,89.0,9.0,32.5,42.5,45.0,resistant,medium,"Inline autosamplers automate sampling on fixed process streams, but generalised sampling requires physically reaching varied locations and choosing representative material.",2026-09-16.1,claude-opus-5,2026-09-16T22:01:36Z,2,4.9,claude-opus-5;claude-sonnet-5
4.A.3.a.2.b.2,Collect samples of raw materials or finished products.,38.5,11.5,89.0,6.5,26.5,40.0,42.5,resistant,medium,"Automatic samplers on production lines and silos are commercially common, yet lot-by-lot sampling across warehouses, trucks and batches still needs a person walking to the material.",2026-09-16.1,claude-opus-5,2026-09-16T22:01:36Z,2,3.9,claude-opus-5;claude-sonnet-5
4.A.3.a.2.d.12,Assemble mechanical components or machine parts.,57.5,7.5,95.0,5.0,22.5,32.5,42.5,augmentable,high,"Robotic assembly is fully deployed for high-volume standardised parts, but compliant fitting, fastening and tolerance adjustment in low-volume or complex assemblies still requires human dexterity.",2026-09-16.1,claude-opus-5,2026-09-16T22:01:36Z,2,5.0,claude-opus-5;claude-sonnet-5
4.A.3.a.2.d.13,Install gauges or controls.,19.0,10.0,92.5,10.0,32.5,47.5,52.5,human_anchored,medium,"Installing instrumentation happens in cramped, one-off equipment configurations requiring manual mounting, wiring and calibration, and a certified technician typically signs off because faulty controls create safety hazards.",2026-09-16.1,claude-opus-5,2026-09-16T22:01:36Z,2,7.4,claude-opus-5;claude-sonnet-5
4.A.3.a.2.d.2,Assemble equipment or components.,45.0,7.5,95.0,6.5,20.0,27.5,32.5,resistant,high,"High-volume standardized assembly is robot-automated, but the binding constraint is dexterous manipulation of varied parts and fixtures, which remains uneconomic outside high-volume lines.",2026-09-16.1,claude-opus-5,2026-09-16T22:00:07Z,2,2.6,claude-opus-5;claude-sonnet-5
4.A.3.a.2.d.3,Reassemble equipment after repair.,16.0,10.0,93.5,6.5,35.0,37.5,45.0,resistant,high,"Post-repair reassembly is one-off, unfixtured work on worn or non-uniform units; no deployed robotic system handles this variability.",2026-09-16.1,claude-opus-5,2026-09-16T22:00:07Z,2,6.7,claude-opus-5;claude-sonnet-5
4.A.3.a.2.d.4,Assemble precision electronics or optical equipment.,50.0,7.5,93.0,5.0,27.5,35.0,50.0,resistant,medium,"Pick-and-place and automated optical alignment are mature for mass electronics, but low-volume precision optical assembly still depends on human micro-dexterity and tactile feedback.",2026-09-16.1,claude-opus-5,2026-09-16T22:00:07Z,2,3.7,claude-opus-5;claude-sonnet-5
4.A.3.a.2.h.3,"Prepare materials for preservation, storage, or display.",17.5,17.5,87.5,12.5,37.5,30.0,37.5,resistant,medium,"Handling fragile, unique artifacts or specimens requires in-situ tactile care and case-by-case conservation judgment that no deployed system provides.",2026-09-16.1,claude-opus-5,2026-09-16T22:00:07Z,2,10.0,claude-opus-5;claude-sonnet-5
4.A.3.a.2.i.1,Adjust tuning or functioning of musical instruments.,25.0,12.5,91.0,12.5,47.5,20.0,20.0,resistant,medium,"Pitch detection is fully solved by software, but turning pins, voicing and regulating an instrument require skilled hands on the object.",2026-09-16.1,claude-opus-5,2026-09-16T22:00:07Z,2,11.0,claude-opus-5;claude-sonnet-5
4.A.3.a.2.i.17,Adjust building climate control systems.,67.5,42.5,37.5,10.0,30.0,27.5,27.5,largely_automatable,high,Building management systems already perform setpoint control and optimization autonomously; only physical valve/damper faults require a technician.,2026-09-16.1,claude-opus-5,2026-09-16T22:00:07Z,2,10.7,claude-opus-5;claude-sonnet-5
4.A.3.a.2.i.4,Calibrate scientific or technical equipment.,35.0,25.0,77.5,6.5,40.0,55.0,57.5,augmentable,medium,"Automated calibration routines and drift computation are common, but traceable calibration requires physically connecting standards and a signed certificate from an accredited technician.",2026-09-16.1,claude-opus-5,2026-09-16T22:00:07Z,2,7.6,claude-opus-5;claude-sonnet-5
4.A.3.a.2.i.5,Adjust equipment to ensure optimal performance.,37.5,25.0,72.5,6.5,42.5,35.0,40.0,augmentable,low,"Closed-loop and adaptive control automate parameter tuning where sensors exist, but the generic form covers much hands-on mechanical adjustment with no actuation path.",2026-09-16.1,claude-opus-5,2026-09-16T22:00:07Z,2,6.9,claude-opus-5;claude-sonnet-5
4.A.3.a.2.i.6,Calibrate equipment to specifications.,42.5,22.5,72.5,6.5,27.5,47.5,47.5,augmentable,medium,"Calibration against a written spec is rule-bound and increasingly software-driven, yet physical setup and the accountable sign-off keep a technician in the loop.",2026-09-16.1,claude-opus-5,2026-09-16T22:00:07Z,2,6.1,claude-opus-5;claude-sonnet-5
4.A.3.a.2.i.9,Adjust settings or positions of medical equipment.,20.0,22.5,80.0,32.5,40.0,70.0,72.5,human_anchored,high,"Positioning equipment relative to a patient's body is embodied and patient-specific, and clinical safety regulation requires a licensed operator to own the setting.",2026-09-16.1,claude-opus-5,2026-09-16T22:00:07Z,2,9.3,claude-opus-5;claude-sonnet-5
4.A.3.a.2.k.1,Prepare medical supplies or equipment for use.,25.0,12.5,88.5,17.5,25.0,60.0,65.0,resistant,medium,"Sterile processing and tray setup involve manipulating diverse instruments under asepsis rules; automation exists only for washing/sterilizing steps, and a named person verifies sterility.",2026-09-16.1,claude-opus-5,2026-09-16T22:00:07Z,2,8.1,claude-opus-5;claude-sonnet-5
4.A.3.a.2.m.9,Prepare materials for processing.,47.5,12.5,87.5,5.0,20.0,25.0,30.0,resistant,medium,"Bulk feeding, batching and dosing are heavily automated in continuous process plants, but non-uniform materials and manual loading in smaller operations still require hands.",2026-09-16.1,claude-opus-5,2026-09-16T22:00:07Z,2,3.6,claude-opus-5;claude-sonnet-5
4.A.3.a.2.q.2,Make patient-assistive devices or device models.,23.5,19.0,83.5,34.0,47.5,58.5,55.0,resistant,medium,"Custom orthotics/prosthetics fabrication is increasingly aided by 3D scanning and printing, but the binding constraint is bespoke hands-on shaping and fitting to an individual body, which no deployed system does end-to-end.",2026-09-16.1,claude-opus-5,2026-09-16T22:00:13Z,2,7.4,claude-opus-5;claude-sonnet-5
4.A.3.a.2.q.3,Fabricate medical devices.,37.5,12.5,90.0,12.5,35.0,67.5,65.0,resistant,medium,"Serial medical device manufacturing is already heavily machine-automated, but custom and low-volume fabrication still requires skilled manual work plus regulated quality sign-off.",2026-09-16.1,claude-opus-5,2026-09-16T22:00:13Z,2,5.7,claude-opus-5;claude-sonnet-5
4.A.3.a.2.s.3,Disassemble equipment to inspect for deficiencies.,17.5,17.5,90.5,6.5,47.5,40.0,42.5,resistant,high,"Teardown of varied equipment requires dexterous, improvised manipulation and tactile diagnosis; robotic disassembly remains confined to narrow, uniform product lines.",2026-09-16.1,claude-opus-5,2026-09-16T22:00:13Z,2,4.9,claude-opus-5;claude-sonnet-5
4.A.3.a.2.t.4,Install production equipment or systems.,11.5,14.0,94.0,22.5,45.0,50.0,60.0,human_anchored,high,"Rigging, aligning and commissioning heavy equipment in an unstructured plant environment is irreducibly embodied; no deployed robot installs other machines.",2026-09-16.1,claude-opus-5,2026-09-16T22:00:13Z,2,8.3,claude-opus-5;claude-sonnet-5
4.A.3.a.2.t.5,Install instrumentation or electronic equipment or systems.,15.0,20.0,90.0,18.5,45.0,51.5,56.0,human_anchored,high,"Mounting, wiring and calibrating instrumentation in situ demands fine manual work in confined, non-standard spaces; software can only assist with configuration and documentation.",2026-09-16.1,claude-opus-5,2026-09-16T22:00:13Z,2,8.9,claude-opus-5;claude-sonnet-5
4.A.3.a.2.x.1,Adjust prostheses or other assistive devices.,9.0,12.5,89.5,60.0,57.5,67.5,60.0,human_anchored,high,"Fitting depends on tactile adjustment plus real-time patient feedback about comfort, gait and pain — a clinician-patient loop no machine closes.",2026-09-16.1,claude-opus-5,2026-09-16T22:00:13Z,2,8.0,claude-opus-5;claude-sonnet-5
4.A.3.a.2.x.2,Adjust dental devices or appliances to ensure fit.,12.5,11.5,91.5,55.0,50.0,65.0,50.0,human_anchored,high,"Digital scanning and CAD/CAM have automated fabrication, but chairside adjustment for occlusion and comfort requires hands in the patient's mouth and licensed responsibility.",2026-09-16.1,claude-opus-5,2026-09-16T22:00:13Z,2,7.9,claude-opus-5;claude-sonnet-5
4.A.3.a.3.d.1,Process x-rays or other medical images.,58.5,45.0,47.5,17.5,32.5,52.5,50.0,largely_automatable,medium,Image processing is now overwhelmingly digital and pipeline-driven; residual human work is quality checking and handling of physical media or patient positioning.,2026-09-16.1,claude-opus-5,2026-09-16T22:00:13Z,2,12.4,claude-opus-5;claude-sonnet-5
4.A.3.a.3.d.2,Create advanced digital images of patients using computer imaging systems.,47.5,32.5,67.5,32.5,35.0,62.5,57.5,augmentable,medium,"Reconstruction and rendering software does the computational work, but acquiring usable images still requires a technologist positioning and reassuring a live patient.",2026-09-16.1,claude-opus-5,2026-09-16T22:00:13Z,2,22.9,claude-opus-5;claude-sonnet-5
4.A.3.a.3.d.3,Operate diagnostic or therapeutic medical instruments or equipment.,21.0,20.0,87.5,47.5,52.5,84.0,81.5,human_anchored,high,Operating instruments on or in a patient carries licensure and direct harm liability; machine control exists only under continuous clinician supervision.,2026-09-16.1,claude-opus-5,2026-09-16T22:00:13Z,2,13.4,claude-opus-5;claude-sonnet-5
4.A.3.a.3.d.4,Operate diagnostic imaging equipment.,27.5,22.5,84.0,42.5,40.0,77.5,71.0,resistant,high,"Protocol selection and dose optimisation are increasingly automated, but positioning patients and bearing radiation-safety responsibility keeps a credentialed operator in place.",2026-09-16.1,claude-opus-5,2026-09-16T22:00:13Z,2,11.4,claude-opus-5;claude-sonnet-5
4.A.3.a.3.d.5,Operate medical equipment.,24.0,19.0,86.0,42.5,45.0,81.0,77.5,human_anchored,medium,"Broadly stated clinical equipment operation combines bedside physical presence with regulated accountability for patient safety, which cannot be transferred to a system.",2026-09-16.1,claude-opus-5,2026-09-16T22:00:13Z,2,10.6,claude-opus-5;claude-sonnet-5
4.A.3.a.3.f.10,Operate photographic developing or print production equipment.,69.0,12.5,75.0,6.5,16.0,15.0,17.5,augmentable,medium,"Modern digital print and processing lines run largely on automated cycles, but loading media, chemistry handling, color checks and jam clearing still require a body at the machine.",2026-09-16.1,claude-opus-5,2026-09-16T22:00:33Z,2,9.6,claude-opus-5;claude-sonnet-5
4.A.3.a.3.f.13,Operate industrial equipment.,47.5,11.5,89.0,11.0,30.0,37.5,50.0,augmentable,low,"Process control loops automate steady-state running, but setup, changeover, and response to abnormal conditions on industrial plant remain hands-on; the activity is written too broadly for a confident single score.",2026-09-16.1,claude-opus-5,2026-09-16T22:00:33Z,2,3.9,claude-opus-5;claude-sonnet-5
4.A.3.a.3.i.1,Operate laboratory or field equipment.,36.5,18.0,86.5,10.0,36.5,40.0,42.5,resistant,medium,"Bench and field instruments require physical sample handling, calibration and in-situ placement; lab automation covers only high-volume standardized workflows.",2026-09-16.1,claude-opus-5,2026-09-16T22:00:33Z,2,6.3,claude-opus-5;claude-sonnet-5
4.A.3.a.3.i.2,Operate precision equipment to control microscopic or nanoscopic processes.,50.0,20.0,85.0,5.5,41.0,42.5,57.5,augmentable,low,"Nanofabrication and advanced microscopy tools already run scripted, closed-loop recipes, yet alignment, specimen preparation and drift/fault diagnosis keep a skilled operator physically present.",2026-09-16.1,claude-opus-5,2026-09-16T22:00:33Z,2,7.6,claude-opus-5;claude-sonnet-5
4.A.3.a.3.i.3,Operate laboratory equipment to analyze medical samples.,67.5,22.5,73.5,6.5,32.5,67.5,70.0,augmentable,high,"Clinical chemistry and hematology analyzers with track systems already automate the analytic run end-to-end, but specimen integrity checks, instrument QC and the licensure-bound sign-off on results keep a certified technologist in the loop.",2026-09-16.1,claude-opus-5,2026-09-16T22:00:33Z,2,8.0,claude-opus-5;claude-sonnet-5
4.A.3.a.3.k.4,Operate farming equipment.,37.5,7.5,92.5,6.5,32.5,30.0,40.0,resistant,medium,"GPS auto-steer and driverless tractor kits are commercially real but confined to open-field, supervised operations; hitching, implement adjustment and unstructured terrain still demand an operator aboard.",2026-09-16.1,claude-opus-5,2026-09-16T22:00:33Z,2,4.7,claude-opus-5;claude-sonnet-5
4.A.3.a.4.a.3,Drive vehicles to transport individuals or equipment.,30.0,6.5,96.0,30.0,40.0,70.0,86.5,resistant,high,"Driverless passenger service exists only in narrow geofenced domains with remote support; outside those, legal liability for a vehicle in motion and the physical loading/assisting of people and gear anchor a human driver.",2026-09-16.1,claude-opus-5,2026-09-16T22:00:33Z,2,2.6,claude-opus-5;claude-sonnet-5
4.A.3.b.1.a.3,Write computer programming code.,60.0,92.5,1.0,10.0,45.0,40.0,40.0,augmentable,high,"Code generation is the paradigm case of LLM capability, but specification ambiguity, integration with existing systems and responsibility for shipped defects still bind a human author and reviewer.",2026-09-16.1,claude-opus-5,2026-09-16T22:00:33Z,2,6.7,claude-opus-5;claude-sonnet-5
4.A.3.b.1.a.4,Program robotic equipment.,42.5,67.5,40.0,7.5,41.0,47.5,52.5,augmentable,medium,"Path and logic generation can be drafted or synthesized offline, but teaching points, fixturing tolerances and safety validation of a moving machine require on-site commissioning by an accountable engineer.",2026-09-16.1,claude-opus-5,2026-09-16T22:00:33Z,2,11.0,claude-opus-5;claude-sonnet-5
4.A.3.b.1.b.1,Implement security measures for computer or information systems.,36.0,62.5,7.5,25.0,62.5,72.5,75.0,augmentable,high,"Policy-as-code, automated patching and managed detection handle much of the mechanics, but risk trade-offs, adversarial ambiguity and regulatory attestation require a named security owner.",2026-09-16.1,claude-opus-5,2026-09-16T22:00:33Z,2,10.3,claude-opus-5;claude-sonnet-5
4.A.3.b.1.b.2,Create electronic data backup to prevent loss of information.,89.0,42.5,8.5,2.5,14.0,35.0,52.5,largely_automatable,high,"Scheduled snapshotting, replication and cloud backup services are mature commodity automation; the residual human role is defining retention policy and verifying restores.",2026-09-16.1,claude-opus-5,2026-09-16T22:00:33Z,2,8.9,claude-opus-5;claude-sonnet-5
4.A.3.b.1.c.1,Install computer software.,85.0,40.0,12.5,8.5,16.5,22.5,27.5,largely_automatable,high,"Package managers, imaging and MDM/endpoint tooling push software at scale without human touch; exceptions are legacy or physically isolated machines and licensing edge cases.",2026-09-16.1,claude-opus-5,2026-09-16T22:00:33Z,2,7.9,claude-opus-5;claude-sonnet-5
4.A.3.b.1.c.2,Install computer hardware.,24.0,12.5,87.5,10.0,17.5,25.0,32.5,resistant,high,"Racking, cabling and seating components demands dexterous hands in a specific room; no deployed robot handles heterogeneous hardware installs, so only the planning and documentation slices are automatable.",2026-09-16.1,claude-opus-5,2026-09-16T22:00:36Z,2,11.7,claude-opus-5;claude-sonnet-5
4.A.3.b.1.c.4,Configure computer networks.,52.5,70.0,17.5,12.5,42.5,45.0,55.0,augmentable,medium,"Infrastructure-as-code, zero-touch provisioning and SDN controllers already push configurations automatically, but design choices, security posture and change approval still route through a named engineer because a bad push can black out a site.",2026-09-16.1,claude-opus-5,2026-09-16T22:00:36Z,2,8.6,claude-opus-5;claude-sonnet-5
4.A.3.b.1.d.1,Resolve computer network problems.,35.0,62.5,25.0,20.0,57.5,42.5,52.5,augmentable,medium,"AIOps tools detect and sometimes self-heal known fault patterns, but novel outages mix ambiguous telemetry with physical-layer causes (cables, optics, power) that require someone on site to confirm and fix.",2026-09-16.1,claude-opus-5,2026-09-16T22:00:36Z,2,8.6,claude-opus-5;claude-sonnet-5
4.A.3.b.1.d.2,Troubleshoot issues with computer applications or systems.,40.0,77.5,10.0,22.5,55.0,35.0,40.0,augmentable,high,"Diagnosis from logs, error strings and user descriptions is squarely in frontier-model range, and AI support agents already close simple tickets; the limit is eliciting accurate information from users and safely executing fixes in live systems.",2026-09-16.1,claude-opus-5,2026-09-16T22:00:36Z,2,10.0,claude-opus-5;claude-sonnet-5
4.A.3.b.1.d.3,Resolve computer software problems.,41.0,77.5,7.5,20.0,52.5,35.0,40.0,augmentable,high,"Patch lookup, config repair and code-level debugging are text-native tasks with strong model performance, but authority to change production software and verify the result keeps a human in the loop.",2026-09-16.1,claude-opus-5,2026-09-16T22:00:36Z,2,8.1,claude-opus-5;claude-sonnet-5
4.A.3.b.1.e.1,Operate computers or computerized equipment.,50.0,42.5,37.5,10.0,25.0,25.0,32.5,augmentable,low,"Extremely heterogeneous: console-based operation is scriptable and largely automated, while operating computerized machinery involves loading, monitoring and intervening physically at the equipment.",2026-09-16.1,claude-opus-5,2026-09-16T22:00:36Z,2,7.9,claude-opus-5;claude-sonnet-5
4.A.3.b.1.e.2,Operate computer systems.,57.5,50.0,17.5,10.0,25.0,25.0,32.5,largely_automatable,medium,"Routine system operation is the classic domain of schedulers, orchestration and RPA; the residual human role is exception handling and authorising privileged actions.",2026-09-16.1,claude-opus-5,2026-09-16T22:00:36Z,2,9.3,claude-opus-5;claude-sonnet-5
4.A.3.b.1.f.1,Load digital images onto computers or websites.,87.5,50.0,7.5,2.5,10.0,7.5,12.5,largely_automatable,high,"Ingest, tag and publish pipelines with automated metadata and CMS APIs already do this end-to-end; only aesthetic selection or rights checking calls for a person.",2026-09-16.1,claude-opus-5,2026-09-16T22:00:36Z,2,10.7,claude-opus-5;claude-sonnet-5
4.A.3.b.1.f.10,Enter codes or other information into computers.,87.5,62.5,7.5,2.5,15.0,17.5,25.0,largely_automatable,high,"OCR, document AI and RPA handle structured keying at scale in production today; residual human work is exception queues and ambiguous source documents.",2026-09-16.1,claude-opus-5,2026-09-16T22:00:36Z,2,12.1,claude-opus-5;claude-sonnet-5
4.A.3.b.1.f.12,"Format digital documents, data, or images.",85.0,87.5,5.0,5.0,15.0,10.0,11.0,largely_automatable,high,"Formatting is rule-driven transformation of digital artefacts, well covered by templates, scripts and multimodal models, and mistakes are trivially reversible.",2026-09-16.1,claude-opus-5,2026-09-16T22:00:36Z,2,1.0,claude-opus-5;claude-sonnet-5
4.A.3.b.1.f.2,Operate digital imaging equipment.,40.0,25.0,70.0,15.0,27.5,32.5,37.5,resistant,low,"Automated exposure and image-processing settings are mature, but positioning the subject or document and physically running the scanner or camera ties the work to a location and a pair of hands.",2026-09-16.1,claude-opus-5,2026-09-16T22:00:36Z,2,5.0,claude-opus-5;claude-sonnet-5
4.A.3.b.1.f.3,Enter patient or treatment data into computers.,60.0,80.0,12.5,20.0,25.0,57.5,60.0,augmentable,medium,"Ambient scribes and interface engines already draft and post clinical data, but a licensed clinician must attest to the record because coding and charting errors propagate into care decisions and billing liability.",2026-09-16.1,claude-opus-5,2026-09-16T22:00:36Z,2,14.3,claude-opus-5;claude-sonnet-5
