dwa_id,dwa_title,susceptibility,exposure,anchoring,stakes,deployment_gap,verdict,confidence,n_occupations,n_tasks,rationale
4.A.2.b.2.d.1,Create new recipes or food presentations.,58.4,55.0,38.1,20.0,40.0,resistant,high,1,1,"Taste, aroma and plating must be iterated by a body in a kitchen; text generation can only propose combinations it cannot evaluate."
4.A.2.b.2.i.1,Develop health assessment methods or programs.,58.4,66.5,49.7,78.8,54.0,augmentable,medium,6,6,"Designing screening instruments and programs is evidence-synthesis work suited to models, but clinical validity and population impact require accountable licensed health professionals."
4.A.1.a.1.h.2,Research geological features or processes.,58.2,60.0,43.7,43.8,37.5,augmentable,medium,3,5,"Geological interpretation depends on field sampling and outcrop observation plus contested inference from sparse evidence, limiting machines to data processing and image analysis."
4.A.2.b.2.q.4,Develop sustainable industrial or development methods.,58.2,61.0,44.5,54.5,43.0,resistant,medium,5,6,Designing genuinely new industrial or development methods requires empirical validation in physical process conditions; models can propose and screen options but cannot close the loop on whether a method works at scale.
4.A.2.b.6.a.4,Plan community programs or activities for the general public.,58.1,60.0,43.8,35.0,45.0,augmentable,medium,21,21,"An LLM can draft program concepts, schedules and outreach materials, but the binding constraint is reading local community needs and coordinating stakeholders, sponsors and venues in person."
4.A.3.a.2.i.17,Adjust building climate control systems.,58.1,42.5,26.2,27.5,-25.0,largely_automatable,high,1,1,Building management systems already perform setpoint control and optimization autonomously; only physical valve/damper faults require a technician.
4.A.4.a.1.e.5,Explain medical procedures or test results to patients or family members.,58.1,72.5,56.2,80.0,55.0,human_anchored,high,25,26,"Portals already release results with automated explanations, yet interpreting significant findings for a patient is a regulated clinical act requiring a named responsible practitioner."
4.A.2.b.2.e.1,Develop healthcare quality and safety procedures.,58.0,67.5,51.6,83.8,52.5,human_anchored,high,4,5,"Drafting protocol text is highly model-exposed, but regulators and accreditation bodies require a named clinical leader to approve procedures on which patient safety depends."
4.A.3.b.2.b.1,Plan facility layouts or designs.,58.0,57.5,41.6,51.2,27.5,augmentable,medium,1,1,"Space-planning and adjacency optimisation are well served by generative layout tools, but reconciling workflow, code, client preference and site idiosyncrasy still requires a human owner of the final plan."
4.A.4.a.7.b.11,Negotiate project specifications.,57.8,67.5,51.9,57.5,46.5,augmentable,medium,1,1,"Trading off scope, cost and technical feasibility across stakeholders with conflicting priorities is contested judgement that must be owned by someone answerable for delivery."
4.A.2.a.3.b.1,Assess compliance with environmental laws.,57.7,66.0,50.7,78.8,44.5,resistant,medium,7,8,"Compliance assessment typically rests on site observation, sampling and interviews, and the finding carries enforcement consequences that statute assigns to an authorised inspector."
4.A.4.b.6.b.1,Recommend types of assistive devices.,57.7,65.0,49.7,58.8,42.5,resistant,medium,7,9,"Device matching requires physical assessment and fitting of the individual body, and prescription-grade recommendations sit with a licensed therapist or clinician."
4.A.4.b.6.i.3,Advise others on health and safety issues.,57.7,68.5,53.1,73.2,46.0,augmentable,medium,7,10,"Standards lookup and hazard explanation are highly text-based, but credible advice depends on observing the actual worksite and on a responsible safety professional attesting to it."
4.A.4.b.6.f.1,Advise medical personnel regarding healthcare issues.,57.6,75.0,59.9,87.0,62.5,human_anchored,high,19,21,"Clinical decision support is genuinely strong, but licensure and malpractice liability require a named clinician to stand behind advice that shapes patient care."
4.A.1.a.1.q.3,Obtain written authorization to perform activities.,57.5,52.5,37.5,62.5,15.0,augmentable,low,2,2,"Permit and consent workflows are digitised and largely form-driven, but the authorisation must be sought and attested by a legally identifiable party, and negotiating with a reluctant grantor is relational."
4.A.2.a.1.g.7,Evaluate characteristics of equipment or systems.,57.5,52.5,37.5,45.0,17.5,augmentable,medium,13,16,"Instrumented systems can be evaluated from sensor data, but many equipment characteristics only reveal themselves through hands-on inspection and physical test setups at the machine."
4.A.4.b.1.a.5,Collaborate with technical specialists to resolve design or development problems.,57.5,65.0,50.0,52.5,50.0,augmentable,medium,8,10,"Models can supply and critique deep technical options, but the collaborative resolution with named specialists who sign off on the engineering choice remains human."
4.A.4.b.3.b.9,Instruct college students in physical or life sciences.,57.5,68.5,53.6,51.8,52.0,human_anchored,medium,11,11,"Laboratory supervision adds in-person safety responsibility on top of the accreditation requirement for a credentialed instructor, so only lecture content and feedback generation are offloadable."
4.A.2.b.2.m.8,Design energy-efficient equipment or systems.,57.3,57.5,42.9,57.0,36.5,augmentable,medium,1,2,Energy modelling and optimisation tools handle much of the trade-off analysis; the constraint is physical validation and code-compliant sign-off rather than cognitive difficulty.
4.A.4.a.2.c.18,Confer with others to conduct or arrange operational activities.,57.2,55.0,40.6,35.0,27.5,augmentable,low,2,2,"Arranging operations has a substantial bookable, rule-based layer that agents can now handle, but the conferring and trade-off negotiation with counterparties stays human."
4.A.1.a.1.t.10,Research methods to improve food products.,57.1,59.0,44.9,42.5,38.0,augmentable,medium,3,6,"Formulation ideation and ingredient-literature search are highly model-exposed, but the decisive evidence comes from physical trials and sensory panels that need matter and human palates."
4.A.4.b.3.d.2,Train personnel on proper operational procedures.,57.1,59.0,44.8,47.5,31.5,resistant,medium,22,22,"Operational procedure training usually ends in a competency sign-off on live equipment, and the verification step requires a qualified observer physically watching the trainee perform."
4.A.1.a.1.p.6,Examine characteristics or behavior of living organisms.,57.0,50.0,35.9,26.2,17.5,resistant,medium,6,8,"Automated behaviour tracking works in instrumented enclosures, but examining organisms generally means handling and inspecting them in varied settings, which deployed systems cannot do."
4.A.2.b.6.a.1,Plan special events.,57.0,60.0,45.9,38.8,41.0,augmentable,medium,1,1,"Itineraries, budgets and vendor shortlists are readily machine-drafted, but the binding work is negotiating with suppliers and clients and being on site when contingencies hit."
4.A.4.a.2.c.1,Communicate with other workers to coordinate activities.,57.0,52.5,38.4,33.8,20.0,resistant,medium,2,2,"Scheduling and dispatch systems automate the routine signalling, but the binding constraint is that coordination is a live negotiation between accountable humans about who does what."
4.A.2.b.2.v.2,Develop organizational goals or objectives.,56.9,66.0,52.2,72.0,51.0,human_anchored,medium,8,9,Setting organisational direction is an act of authority and commitment; even a perfect draft must be owned by executives or a board who answer to stakeholders for it.
4.A.3.b.2.f.14,Develop technical methods or processes.,56.9,58.5,44.7,50.8,41.0,resistant,low,21,25,"Broadly worded technical method development typically bottoms out in physical trial and validation in a specific plant or lab, which no deployed system performs autonomously."
4.A.3.b.6.c.1,Present research results to others.,56.9,57.5,43.8,40.0,44.0,human_anchored,medium,9,12,"Slide and narrative generation is highly exposed, but the act of presenting—fielding challenges, defending methods to a live audience—is a relational performance attributed to a specific researcher."
4.A.4.a.5.a.2,Refer patients to other healthcare practitioners or health resources.,56.9,62.5,48.8,72.5,38.5,human_anchored,high,33,39,A referral is a clinical decision that a licensed practitioner must sign and answer for; delayed or misdirected referrals cause real harm regardless of how well a model can suggest options.
4.A.4.b.4.e.4,Coordinate software or hardware installation.,56.9,58.5,44.7,49.2,25.0,augmentable,medium,6,6,"Software deployment orchestration is genuinely automated in mature environments, but hardware placement, vendor and user scheduling, and rollback decisions during failed installs still need a coordinator."
4.A.1.a.1.p.3,Conduct research of processes in natural or industrial ecosystems.,56.7,57.5,44.1,36.2,35.0,augmentable,medium,7,10,"Sensor networks and remote sensing automate data capture, but designing the study, siting instruments and interpreting confounded ecosystem dynamics require in-situ presence and contestable expert inference."
4.A.1.a.1.t.9,Research product safety.,56.7,64.5,51.1,75.8,44.5,augmentable,medium,1,3,"Standards review, hazard analysis and failure-data mining are model-tractable, but destructive and compliance testing is physical and product-liability regimes require a named, qualified person to stand behind the safety conclusion."
4.A.2.b.1.c.4,Approve expenditures.,56.7,50.0,36.6,75.0,22.5,human_anchored,high,3,4,"Rule-based spend approvals are already auto-approved below thresholds, but fiduciary and audit requirements demand a named authorizer with delegated signing authority for anything discretionary."
4.A.2.b.3.a.16,Maintain professional knowledge or certifications.,56.7,47.5,34.1,71.2,38.5,human_anchored,high,1,1,Credentialing bodies attach certification to an identified individual who must personally complete and pass continuing-education requirements; the credential cannot be delegated to a machine regardless of how well it knows the material.
4.A.2.a.4.f.4,Analyze medical data to determine cause of death.,56.6,65.0,51.8,91.0,51.5,human_anchored,high,2,3,"Cause-of-death determination is a statutory certification by a named medical examiner or coroner with legal consequences, and often depends on physical examination evidence."
4.A.1.a.2.b.16,Monitor operational procedures in technical environments to ensure conformance to standards.,56.5,55.0,41.9,56.8,13.5,augmentable,medium,8,11,"Digital procedure execution and audit trails automate conformance checking where work is logged, but observing whether people actually follow protocol in situ, and attesting to it, stays with a human."
4.A.2.b.2.e.3,Establish rules or policies governing student behavior.,56.4,57.5,44.7,56.2,45.0,augmentable,medium,1,1,"Model can generate conduct codes, but legitimacy with students, parents and school boards depends on a named educator's authority and relational standing, which cannot be delegated to software."
4.A.2.b.2.e.4,Develop fire safety or prevention programs or plans.,56.4,61.0,48.1,85.0,43.5,augmentable,high,1,1,"Fire plans follow codified codes that LLMs handle well, but they require on-site inspection of building conditions and sign-off by a licensed fire protection professional or marshal."
4.A.2.b.2.g.4,Develop plans to manage natural or renewable resources.,56.4,62.5,49.8,62.5,49.0,resistant,medium,8,11,"Resource management plans depend on locally observed stock conditions and irreducibly contested trade-offs among competing users, with statutory decision authority resting on an agency official."
4.A.3.b.2.c.3,Design industrial equipment.,56.4,54.0,41.1,60.5,31.0,augmentable,medium,8,12,"CAD plus topology/generative optimisation automates sizing and detailing of components, but integrating manufacturability, maintenance access and plant-floor realities requires a responsible designer."
4.A.2.b.2.p.1,Develop emergency procedures.,56.2,64.5,52.1,86.2,47.0,augmentable,medium,1,1,"Drafting procedures against codes and hazard scenarios is highly text-tractable, but emergency plans must be validated against a specific site and are legally attributable to a named safety officer or authority having jurisdiction."
4.A.3.b.2.f.2,Establish nursing policies or standards.,56.2,65.0,52.5,80.0,56.0,augmentable,medium,5,7,"Drafting and harmonizing policy text against regulation and evidence is highly language-shaped, but adoption requires negotiation with clinical staff and a licensed nursing leader who owns the patient-safety consequences."
4.A.4.a.1.e.1,Communicate detailed medical information to patients or family members.,56.2,72.5,60.0,82.5,57.5,human_anchored,high,14,19,"Content can be drafted and tailored by a model, but informed consent and disclosure of diagnosis legally attach to a licensed clinician who must read and respond to the patient's emotional state in real time."
4.A.2.b.1.i.3,Apply new technologies to improve work processes.,56.1,55.0,42.8,43.8,40.0,resistant,medium,2,2,"Models can identify and configure candidate technologies, but actually inserting them into a live workflow requires physical/system integration and retraining people, which stalls end-to-end automation."
4.A.4.a.2.b.3,Assist engineers or scientists with research.,56.1,57.5,45.3,36.2,45.0,augmentable,low,6,6,"Heterogeneous support role: literature and data-analysis components are highly exposed, but much assisting involves bench or field work under a scientist's direction."
4.A.4.b.1.c.6,Coordinate operational activities with external stakeholders.,56.1,57.5,45.2,47.5,35.0,augmentable,medium,4,7,"Scheduling and status synchronization across organizations is increasingly systemized, but resolving conflicting priorities between independent parties requires someone with authority to commit resources."
4.A.1.a.2.k.6,Monitor processes for compliance with standards.,55.9,50.0,38.1,55.0,1.5,augmentable,medium,11,14,Instrumented processes with statistical process control are already largely self-monitoring; the residual human role is interpreting drift and authorising deviations.
4.A.2.b.2.n.2,Plan programs to address community health issues.,55.9,64.0,52.2,63.8,50.5,human_anchored,medium,1,1,"Needs assessment and program drafting are text-heavy and LLM-amenable, but community buy-in, coalition building and public accountability for health outcomes make the relationship the substance of the work."
4.A.4.a.7.b.1,Negotiate sales or lease agreements for products or services.,55.9,65.0,53.1,60.0,45.0,augmentable,medium,1,1,"Models can price, draft and simulate concessions, but binding a counterparty to terms requires authority to commit the organisation and a signatory who bears the legal consequences."
4.A.4.b.3.d.15,Train personnel in technical or scientific procedures.,55.9,61.5,49.8,51.0,39.0,resistant,medium,17,18,"Technical and scientific procedure training typically hinges on supervised hands-on demonstration and correction at the bench or machine, which caps what screen-delivered instruction can replace."
4.A.4.b.4.j.37,Coordinate operational activities.,55.9,56.5,44.7,46.2,32.5,augmentable,low,1,1,"Broadly stated coordination is largely information routing and scheduling that tools do well, but the binding constraint is getting people to act, which requires a person with standing."
4.A.3.b.2.c.1,Design industrial processing systems.,55.8,57.5,46.0,72.0,37.5,augmentable,medium,11,17,"Process simulation and flowsheet software carries much of the computation, but selecting unit operations under uncertain feedstock, safety and economic assumptions remains an engineer's call with hazard liability attached."
4.A.1.a.1.j.3,Investigate the environmental impact of projects.,55.7,63.5,52.2,65.2,43.5,resistant,medium,13,19,"Impact assessment is a regulated act whose findings must be certified by a qualified professional after site inspection and stakeholder consultation, regardless of how much analysis is automated."
4.A.4.a.7.b.10,Negotiate contracts with clients or service providers.,55.6,65.0,53.8,63.8,45.0,augmentable,medium,3,3,"Clause analysis and counter-offer generation are strong AI territory, and autonomous procurement negotiation bots exist for tail spend, but strategic client relationships and contractual liability keep a named human in charge."
4.A.1.a.2.f.1,Monitor performance of organizational members or partners.,55.5,59.0,47.9,56.2,30.5,human_anchored,medium,3,3,"Activity and output metrics are trivially instrumented, but appraising a person's performance carries employment-law and fairness consequences that a named supervisor must own, and much of the signal comes from relational context invisible to systems."
4.A.4.a.6.c.7,Deliver promotional presentations to current or prospective customers.,55.5,60.0,49.1,31.2,42.5,resistant,medium,2,2,"Preparing the deck is near-fully automatable, but live delivery requires reading a room and responding to objections in real time, which buyers still expect from a human representative."
4.A.1.a.1.w.1,"Interview employees, customers, or others to collect information.",55.3,56.5,45.9,35.0,35.0,resistant,medium,2,4,"Automated survey and chat interviews already harvest routine information, but eliciting candid or sensitive testimony depends on rapport, probing and reading the respondent, which conversational agents do poorly in adversarial or emotional settings."
4.A.2.b.2.g.2,Develop environmental remediation or protection plans.,55.3,63.5,52.8,76.2,50.0,augmentable,medium,1,2,Remediation plans are regulatory documents that must be stamped by a licensed engineer or geologist and rest on site characterisation data gathered in the field.
4.A.4.a.2.c.9,Liaise between departments or other groups to improve function or communication.,55.3,55.0,44.4,36.2,38.5,resistant,medium,1,1,"The substance is brokering trust and surfacing tacit friction between groups, which requires standing in a live relational position; LLMs can draft the memos and summarise cross-team status but cannot hold the boundary-spanning role."
4.A.4.c.3.f.3,Prescribe medications.,55.3,65.0,54.4,95.2,56.0,human_anchored,high,32,38,"Drug selection, dosing and interaction checking are heavily algorithmic already, yet prescriptive authority is statutorily tied to a named licensed prescriber and errors can be lethal and irreversible."
4.A.1.b.3.d.5,Assess locations for potential green technology installations.,55.2,55.0,44.7,46.2,25.0,augmentable,medium,1,1,"Solar/wind siting analytics from GIS, LIDAR and irradiance data are commercially strong, but final suitability requires on-site structural, shading and interconnection verification signed by an engineer."
4.A.2.a.1.f.3,Evaluate patient outcomes to determine effectiveness of treatments.,55.0,63.5,53.5,78.0,41.0,augmentable,medium,6,7,"Outcome tracking over structured records is highly amenable to model analysis, but attributing improvement to a treatment and acting on it is a licensed clinical judgment."
4.A.3.b.2.c.4,Design energy production or management equipment or systems.,55.0,56.0,45.9,73.8,36.0,augmentable,medium,4,5,"Load modelling and equipment selection are computationally tractable, yet grid/utility interconnection standards and high-consequence failure modes keep a licensed engineer accountable for the design."
4.A.3.b.2.f.7,Establish standards for medical care.,54.9,66.5,56.6,90.0,61.0,human_anchored,high,5,5,"Care standards carry medico-legal force and must be promulgated by credentialed clinicians answerable for patient harm, even though evidence synthesis and drafting are strongly LLM-exposed."
4.A.1.a.1.l.3,"Collect information from people through observation, interviews, or surveys.",54.8,52.5,42.8,31.2,12.5,augmentable,medium,14,20,"Surveys are already fully instrumented, but direct observation requires presence and interviewing depends on rapport and adaptive probing that automated instruments handle shallowly."
4.A.3.b.2.e.2,Design electrical equipment or systems.,54.6,56.5,47.4,72.5,37.5,augmentable,medium,4,5,"Code-compliance calculations and schematic generation are increasingly tool-assisted, but electrical designs carry fire and shock liability that statutorily requires a stamped, accountable engineer."
4.A.4.a.7.c.2,Resolve operational performance problems.,54.5,57.5,48.4,56.2,32.5,augmentable,medium,7,7,"Diagnosis of performance shortfalls is highly analysable from data, but implementing fixes usually requires directing people and physical processes, and someone must answer for the operational outcome."
4.A.1.a.1.s.2,Collect information about community health needs.,54.3,53.5,44.9,38.8,24.5,augmentable,medium,1,1,"Secondary epidemiological and administrative data can be mined automatically, but the binding constraint is eliciting needs from residents and community organisations, which requires presence and trust-building."
4.A.2.b.2.m.4,Design environmental control systems.,54.3,54.0,45.4,61.8,35.5,augmentable,medium,4,4,"Parametric and simulation tools automate large parts of HVAC/emission control system sizing, but code compliance and stamped engineering drawings bind the work to a licensed human."
4.A.4.a.2.c.15,Confer with coworkers to coordinate work activities.,54.2,47.5,39.1,28.8,25.0,resistant,medium,1,1,Peer-to-peer work coordination depends on reciprocal human commitment and tacit context; software can only schedule and notify around it.
4.A.4.b.3.b.5,Guide class discussions.,54.2,56.5,48.2,33.8,41.5,resistant,medium,20,20,"The binding constraint is real-time multi-party facilitation: reading who is disengaged, managing conflict and drawing out reticent participants in a shared room, which no deployed system does, even though LLMs handle Socratic dialogue one-to-one well."
4.A.4.c.2.a.2,Conduct eligibility or selection interviews.,54.2,58.5,50.1,53.0,33.5,resistant,medium,1,1,"Asynchronous AI screening interviews are deployed but the substance is live probing and rapport with a person whose benefits or job hang on it, and discrimination law constrains automated scoring."
4.A.2.b.2.m.7,Design systems to reduce harmful emissions.,54.1,56.5,48.2,69.5,41.5,augmentable,medium,2,2,"Emissions-control design is heavily model-assisted, but regulatory certification and liability for exceedances legally anchor responsibility to a named engineer."
4.A.1.a.1.t.7,Research human performance or health factors related to engineering or design activities.,53.9,60.0,52.1,55.0,42.5,augmentable,medium,3,9,"Human-factors evidence is generated by observing and testing real people, so recruitment, instrumented trials and ethical oversight anchor it to humans even though the synthesis is model-exposed."
4.A.1.a.2.k.8,Monitor operational activities to ensure compliance with regulations or standard operating procedures.,53.9,55.0,47.2,64.8,20.0,resistant,medium,3,3,Observing whether people actually follow SOPs in live operations demands presence and situational reading that logs and cameras only partially capture.
4.A.2.b.1.b.3,Diagnose equipment malfunctions.,53.9,55.0,47.1,57.5,21.0,resistant,high,1,1,"Onboard fault codes and diagnostic software narrow the field, but confirming a malfunction requires sensory and manual access to the machine — disassembly, measurement, listening and feeling — that remains human."
4.A.2.b.2.m.1,Design water conservation systems.,53.9,56.0,48.1,60.0,39.5,augmentable,medium,3,3,"Hydrologic modelling and design software can generate options, but site-specific constraints, regulatory sign-off and stakeholder water rights require a responsible engineer; the binding constraint is professional accountability for a physically deployed system."
4.A.3.a.3.d.1,Process x-rays or other medical images.,53.9,45.0,37.2,51.2,-13.5,largely_automatable,medium,9,10,Image processing is now overwhelmingly digital and pipeline-driven; residual human work is quality checking and handling of physical media or patient positioning.
4.A.4.b.6.f.2,Advise communities or institutions regarding health or safety issues.,53.9,67.5,59.7,76.2,54.0,human_anchored,medium,8,9,"Community health and safety guidance is as much about trust, local context and public credibility as about content; an accountable official or professional must deliver and defend it."
4.A.4.c.3.f.1,Prescribe treatments or therapies.,53.8,63.5,56.0,91.5,53.5,human_anchored,high,19,22,"Treatment planning is well within model reasoning range, but prescribing is a scope-of-practice act requiring a licensed, identifiable clinician who bears malpractice liability for patient harm."
4.A.4.a.6.b.5,Sell products or services.,53.4,52.5,45.6,35.0,20.0,augmentable,medium,2,4,"E-commerce and recommendation engines already close simple transactions end-to-end, but consultative and high-value selling still turns on trust built between people."
4.A.2.a.1.c.1,Assess educational needs of students.,53.3,60.0,53.4,56.2,37.5,resistant,medium,2,2,"Adaptive diagnostics identify skill gaps well, but distinguishing disability, motivation, language and home-context causes requires relational observation and carries placement liability."
4.A.2.b.1.b.2,Troubleshoot equipment or systems operation problems.,53.3,55.0,48.4,56.2,25.0,resistant,high,1,1,"Troubleshooting is an interactive loop of hypothesis, physical test and reconfiguration on the equipment itself; automated diagnostics assist the hypothesis step but cannot execute the manipulation."
4.A.4.b.1.a.2,Confer with other personnel to resolve design or operational problems.,53.3,57.5,50.9,48.8,44.0,augmentable,medium,9,10,"The technical reasoning is well within model reach, but the activity is definitionally a negotiated exchange among colleagues who must converge on and own a design decision."
4.A.4.b.4.h.6,Manage financial activities of the organization.,53.3,60.0,53.4,86.0,46.5,human_anchored,medium,2,7,"Organization-wide financial stewardship carries statutory certification and fiduciary liability (e.g. officer attestation), so a human officer must own it even when analysis is machine-generated."
4.A.4.a.2.d.1,Inform medical professionals regarding patient conditions and care.,53.1,62.5,56.3,85.2,45.0,augmentable,medium,19,24,"Clinical handoff content is highly summarisable from the record, but a licensed clinician must be answerable for what is conveyed and for the judgment about what matters, so the model can prepare but not own the communication."
4.A.2.b.2.a.6,Develop treatment plans that use non-medical therapies.,53.0,60.0,53.9,63.8,45.0,human_anchored,medium,9,21,"Non-medical therapeutic planning rests on a sustained therapeutic alliance and weakly codified evidence, so the practitioner's read of the person, not information retrieval, is the limiting input."
4.A.3.b.2.b.4,Design structures or facilities.,53.0,55.0,49.0,77.0,36.5,augmentable,medium,8,9,"Parametric and generative design tools produce viable options quickly, yet the binding constraints are client negotiation, site-specific constraints and permit-stage sign-off by a licensed professional."
4.A.4.a.2.c.14,Confer with organizational members to accomplish work activities.,53.0,47.5,41.6,33.8,27.5,resistant,medium,4,5,Conferring is the relationship itself — mutual commitment among organisational members — so tools can prepare and minute it but not replace the participants.
4.A.2.b.2.g.1,Plan natural resources conservation or restoration programs.,52.8,59.0,53.4,61.2,48.0,resistant,medium,7,15,"Conservation planning hinges on contested ecological judgment, field reconnaissance and negotiation among landowners, agencies and stakeholders rather than on document production."
4.A.2.a.2.a.11,Check quality of diagnostic images.,52.7,50.0,44.7,78.8,10.0,augmentable,medium,3,4,"Automated artifact and exposure QC software is deployed, but deciding a study is non-diagnostic and repeating it requires the patient present and a clinically accountable operator."
4.A.2.b.1.i.6,Implement design or process improvements.,52.7,50.0,44.7,46.2,35.0,resistant,medium,12,12,"Designing the improvement is model-tractable but putting it into production touches equipment, procedures and people on the floor, and a responsible engineer or supervisor must validate the changed process."
4.A.2.b.2.a.1,Develop treatment plans for patients or clients.,52.7,63.5,58.1,81.2,52.0,human_anchored,high,1,4,"Models can draft coherent, guideline-consistent plans, but licensure and duty-of-care mean a named professional must author and sign the plan, and plan quality depends on relational elicitation of the client's goals and constraints."
4.A.4.a.7.b.8,"Negotiate contracts for environmental remediation, green energy, or renewable resources.",52.7,62.5,57.2,68.8,49.0,resistant,medium,2,2,"These deals bundle regulatory liability, long-horizon environmental risk and multi-party public stakeholders, so terms must be judged and signed by an accountable professional rather than generated."
4.A.2.b.2.l.2,Design psychological or educational treatment procedures or programs.,52.6,62.5,57.4,81.0,52.5,human_anchored,medium,6,8,Treatment protocol design sits inside clinical licensure and duty of care; a licensed practitioner must own the diagnostic formulation and the risk of harm even when a model drafts the protocol.
4.A.3.b.2.b.3,Design civil structures or systems.,52.6,55.0,49.8,86.8,37.5,human_anchored,high,4,8,"Analysis and code-checking are increasingly software-driven, but civil and structural designs must be sealed by a licensed engineer who bears legal liability for public safety."
4.A.1.a.1.l.2,"Collect medical information from patients, family members, or other medical professionals.",52.5,57.5,52.5,67.5,32.5,resistant,medium,33,35,"Automated intake handles routine history-taking, but eliciting reluctant, distressed or inconsistent accounts from patients and families is a relational clinical skill with direct safety consequences."
4.A.4.b.2.a.5,Support the professional development of others.,52.5,52.5,47.6,38.8,41.5,resistant,medium,3,3,"Models can generate development plans and feedback text, but mentoring depends on sustained relational credibility, sponsorship and organisational standing that software does not hold."
4.A.2.b.2.m.6,Design alternative energy systems.,52.4,54.0,49.1,65.0,36.5,augmentable,medium,5,8,"Solar/wind layout and sizing software already automates much of the configuration, but site assessment, grid interconnection approval and a stamped design require a licensed engineer."
4.A.3.b.2.e.1,Design electromechanical equipment or systems.,52.4,53.5,48.6,68.5,36.0,augmentable,medium,9,17,"EDA and generative CAD tools accelerate topology and component selection, but integrating mechanical motion, thermal and safety constraints requires physical prototyping and a licensed engineer's sign-off on the final design."
4.A.2.b.2.a.7,Establish treatment goals.,52.3,60.0,55.3,68.8,47.5,human_anchored,medium,3,3,Goal-setting is a collaborative act of eliciting and calibrating a patient's own aspirations against clinical realism; the shared commitment is the deliverable and cannot be outsourced to a system.
4.A.4.a.2.h.8,Consult with others regarding safety or health equipment or facilities.,52.3,58.5,53.8,73.8,46.0,resistant,medium,3,3,"Regulatory codes and equipment specs are highly retrievable text, but safety consultation carries named liability and often requires site-specific observation, anchoring it to an accountable person."
4.A.2.b.2.a.2,Develop medical treatment plans.,52.2,65.0,60.7,91.2,56.5,human_anchored,high,24,29,"Medical treatment planning is squarely within LLM reasoning reach as drafting, yet prescribing authority and malpractice liability legally bind the decision to a licensed physician."
4.A.4.b.3.f.8,Train medical providers.,52.1,61.0,56.9,67.5,41.0,augmentable,medium,49,57,"Curriculum design and didactic content are already largely machine-generatable and CME e-learning is deployed at scale, but competency sign-off, bedside/procedural coaching and accreditation responsibility bind the activity to a credentialed instructor."
4.A.2.a.4.j.6,Analyze chemical compounds or substances.,52.0,47.5,43.5,57.5,-2.5,augmentable,medium,8,12,"Automated analyzers and chemometric software handle instrument runs and spectral matching, but sample preparation, handling and method selection remain hands-on in a lab, and results affecting safety or regulatory compliance need a signing analyst."
4.A.4.a.2.b.1,Collaborate on research activities with scientists or technical specialists.,52.0,55.0,50.9,41.2,46.0,resistant,medium,13,13,The substance is sustained peer collaboration — negotiating design choices and dividing labour with colleagues — which a model can support intellectually but cannot be a party to.
4.A.4.c.3.a.2,Maintain inventory of medical supplies or equipment.,51.9,40.0,36.1,43.0,-8.5,resistant,medium,14,19,"Par-level tracking and auto-reordering are solved in software, but counting, stocking, rotating expired stock and locating items in clinical space still needs hands on the shelf."
4.A.4.b.4.a.18,Supervise student research or internship work.,51.8,51.0,47.4,48.8,38.5,human_anchored,medium,22,31,"Models can critique drafts and suggest methods, but mentorship, research-integrity responsibility and institutional evaluation of the trainee rest with a named supervisor."
4.A.3.b.6.c.10,Present medical research reports.,51.7,57.5,54.1,68.8,47.5,human_anchored,medium,12,13,Clinical findings presented to peers or regulators carry authorship liability and require live defense of methodology; drafting support is strong but the speaker must own the claims.
4.A.1.a.2.i.4,Monitor activities affecting environmental quality.,51.6,50.0,46.9,60.0,15.0,resistant,low,3,3,"Remote sensing and permit data flag likely violations, but linking observed activity to regulatory consequence requires site verification and a legally accountable officer."
4.A.3.b.2.f.12,Develop new or advanced products or production methods.,51.6,55.0,51.8,54.5,42.5,resistant,medium,6,8,"Genuine novelty requires physical prototyping, market judgment and iterative experimentation; ideation support is real but the development cycle itself is not automatable end-to-end."
4.A.2.b.2.k.2,Design materials for industrial or commercial applications.,51.4,50.0,47.2,61.2,35.0,augmentable,medium,3,5,"Computational materials design and generative simulation tools accelerate candidate generation, but selection still hinges on physical synthesis, characterisation and failure testing that no deployed system closes the loop on."
4.A.4.b.1.g.2,Coordinate safety or regulatory compliance activities.,51.3,56.0,53.3,81.8,41.0,human_anchored,high,8,8,"Compliance and safety regimes typically designate a responsible officer by statute; automated monitoring and tracking assist, but liability for lapses cannot be transferred to software."
4.A.2.a.1.d.6,"Evaluate performance of applicants, trainees, or employees.",51.2,55.0,52.5,67.5,36.5,human_anchored,high,1,1,Automated scoring of applicants and trainees exists but is legally constrained by anti-discrimination and adverse-impact rules that demand a human decision-maker of record.
4.A.4.a.2.f.2,Collaborate with other agencies and institutions to coordinate educational matters.,51.2,52.5,50.0,47.0,39.0,resistant,medium,2,2,Inter-agency coordination is institutional relationship work with competing mandates and political sensitivities; models can prepare agendas and reconcile documents but not represent the institution.
4.A.4.b.4.e.10,Direct design or development activities.,51.2,54.0,51.6,58.2,45.0,resistant,medium,6,8,"Models can generate and critique design options, but setting direction amid conflicting requirements and holding a team to it is a trust-and-authority function."
4.A.1.a.1.r.1,Conduct anthropological or archaeological research.,51.1,55.0,52.8,36.2,40.0,resistant,high,3,9,"Excavation and ethnographic fieldwork are irreducibly embodied and relational; only the literature review, artefact classification and write-up stages are meaningfully machine-assisted."
